Pseudogene_ID,Control_Count,Diseased_Count
ENSSG882666002,112,56
ENSSG042175513,107,110
ENSSG144580130,95,94
ENSSG325587664,103,51
ENSSG363293166,114,118
ENSSG639303535,103,105
ENSSG747050627,77,80
ENSSG658884523,118,114
ENSSG458836446,97,97
ENSSG391143533,117,234
ENSSG169155582,99,100
ENSSG911339681,99,100
ENSSG003195510,104,107
ENSSG301651015,87,90
ENSSG219362797,109,108
ENSSG849187740,97,102
ENSSG035739810,97,93
ENSSG164781040,109,110
ENSSG547519127,113,111
ENSSG157281367,117,122
ENSSG560228448,112,108
ENSSG962889623,96,94
ENSSG161125260,103,103
ENSSG127349100,102,105
ENSSG004087515,104,107
ENSSG402897190,91,92
ENSSG810144895,83,83
ENSSG698718321,106,106
ENSSG256790162,114,117
ENSSG497202183,112,114
ENSSG435550946,110,114
ENSSG725062443,110,107
ENSSG939529917,111,106
ENSSG849081347,99,102
ENSSG168512048,87,86
ENSSG470257789,85,86
ENSSG125725264,103,98
ENSSG070372444,111,116
ENSSG185597572,101,105
ENSSG995174350,101,96
ENSSG771503345,103,102
ENSSG068067649,101,100
ENSSG298728261,110,107
ENSSG122702865,97,102
ENSSG509173302,98,95
ENSSG541267066,93,96
ENSSG462327863,133,133
ENSSG320913686,94,94
ENSSG814490201,99,104
ENSSG128768643,97,93
ENSSG208602337,104,52
ENSSG597116059,99,49
ENSSG612815425,111,111
ENSSG947211825,100,96
ENSSG825297356,97,93
ENSSG615449338,89,86
ENSSG563059783,98,100
ENSSG692641943,114,112
ENSSG297290708,101,101
ENSSG669695359,90,90
ENSSG043412637,99,100
ENSSG873343564,101,101
ENSSG809234990,111,114
ENSSG952246102,84,79
ENSSG838682000,96,48
ENSSG254251798,92,93
ENSSG847859889,92,96
ENSSG594188405,89,87
ENSSG710586635,102,104
ENSSG652194162,106,104
ENSSG855353110,105,107
ENSSG491211502,121,124
ENSSG955828455,101,202
ENSSG077791635,110,105
ENSSG641572178,90,93
ENSSG985144371,100,101
ENSSG360921067,99,97
ENSSG838767968,107,107
ENSSG491740929,113,110
ENSSG604959369,110,112
ENSSG470664943,109,112
ENSSG153822512,88,84
ENSSG791431196,101,103
ENSSG420396450,111,113
ENSSG804506766,110,114
ENSSG996994491,97,98
ENSSG709896910,104,102
ENSSG600927702,106,107
ENSSG228520016,98,98
ENSSG061193962,120,125
ENSSG610335324,86,91
ENSSG498952800,78,74
ENSSG447067861,88,91
ENSSG514585910,101,202
ENSSG594627113,115,114
ENSSG973707612,102,204
ENSSG919601155,96,101
ENSSG819320255,106,107
ENSSG455232389,85,82
ENSSG124046908,103,99
ENSSG929226856,106,110
ENSSG372692062,100,95
ENSSG627451751,97,94
ENSSG759450118,120,118
ENSSG909901137,102,103
ENSSG739121329,102,100
ENSSG333542783,104,100
ENSSG306673169,98,102
ENSSG661865262,95,95
ENSSG391263160,106,102
ENSSG707271208,106,53
ENSSG720169308,101,105
ENSSG234264243,108,106
ENSSG572217036,79,76
ENSSG583348782,88,85
ENSSG736208712,101,99
ENSSG725994197,110,109
ENSSG194773745,109,109
ENSSG159754973,90,87
ENSSG399352703,90,88
ENSSG699721318,85,86
ENSSG659056973,84,87
ENSSG973759108,86,89
ENSSG382278508,101,100
ENSSG916952980,134,136
ENSSG391116955,112,56
ENSSG258594796,108,216
ENSSG385860357,101,99
ENSSG437452858,93,91
ENSSG057591564,103,103
ENSSG630318106,117,114
ENSSG533850964,85,81
ENSSG175673104,99,94
ENSSG764864338,87,83
ENSSG680239688,101,105
ENSSG871170812,104,99
ENSSG520082104,101,104
ENSSG907965296,103,99
ENSSG818012603,103,107
ENSSG773899789,106,101
ENSSG394344819,97,93
ENSSG198375122,96,94
ENSSG706692957,80,75
ENSSG880726141,99,101
ENSSG824336661,98,95
ENSSG878388637,91,87
ENSSG920372945,106,104
ENSSG435578989,112,114
ENSSG576806036,91,93
ENSSG088378596,105,210
ENSSG979309631,105,105
ENSSG851750863,114,57
ENSSG237509049,112,114
ENSSG976459559,98,103
ENSSG366996075,107,53
ENSSG217650016,100,105
ENSSG223495315,100,101
ENSSG223036418,91,91
ENSSG935217074,99,198
ENSSG437356426,105,102
ENSSG074825538,102,103
ENSSG988637331,105,110
ENSSG600708493,110,105
ENSSG121251060,114,109
ENSSG128130443,127,254
ENSSG269472998,96,95
ENSSG571177201,94,93
ENSSG458896940,108,109
ENSSG322748600,101,103
ENSSG206380961,102,107
ENSSG115361006,102,107
ENSSG587668138,108,113
ENSSG478063689,113,117
ENSSG219257798,93,94
ENSSG853107714,92,94
ENSSG413889208,97,100
ENSSG702953497,86,43
ENSSG027980540,108,112
ENSSG324223688,107,111
ENSSG349652900,109,110
ENSSG312343112,112,113
ENSSG261209803,117,118
ENSSG138759037,104,105
ENSSG580455205,79,80
ENSSG057290600,99,94
ENSSG310229820,95,91
ENSSG570965740,90,95
ENSSG427920035,111,113
ENSSG546026937,117,122
ENSSG544340759,83,82
ENSSG213578659,103,102
ENSSG268041004,91,88
ENSSG273448072,103,107
ENSSG654368463,98,100
ENSSG477481638,94,90
ENSSG134175774,99,104
ENSSG406650707,108,54
ENSSG684618601,98,101
ENSSG813624778,98,101
ENSSG972070322,101,102
ENSSG095216568,91,89
ENSSG921281528,88,92
ENSSG935048826,97,102
ENSSG596740651,91,94
ENSSG076509418,108,106
ENSSG409538922,90,92
ENSSG612874752,105,105
ENSSG450337473,100,200
ENSSG213105892,91,89
ENSSG797521175,123,127
ENSSG613762130,103,108
ENSSG559284425,122,124
ENSSG054723365,90,93
ENSSG348515767,95,97
ENSSG710065493,101,101
ENSSG888399516,116,115
ENSSG862975943,94,99
ENSSG192013740,103,99
ENSSG952689058,79,80
ENSSG781814333,114,118
ENSSG328245997,123,119
ENSSG763535509,110,110
ENSSG665697989,103,104
ENSSG777628106,100,95
ENSSG314018609,89,90
ENSSG532700568,114,115
ENSSG778650609,107,214
ENSSG807857207,85,170
ENSSG595868159,73,75
ENSSG773204757,101,100
ENSSG283771456,84,82
ENSSG980726178,92,96
ENSSG853393026,100,100
ENSSG680240592,97,95
ENSSG424165231,107,107
ENSSG477829691,90,90
ENSSG093686747,96,91
ENSSG852007942,107,107
ENSSG224921062,103,98
ENSSG950177818,95,100
ENSSG199452050,117,234
ENSSG929771319,97,94
ENSSG600563044,93,186
ENSSG475657148,107,102
ENSSG268131385,96,192
ENSSG409417628,87,86
ENSSG406266814,85,84
ENSSG862028493,90,89
ENSSG796353446,109,107
ENSSG816862386,104,99
ENSSG422126686,82,87
ENSSG820047082,96,96
ENSSG431709038,95,47
ENSSG751068725,80,80
ENSSG318128444,90,88
ENSSG637830259,115,120
ENSSG048802735,107,214
ENSSG373810794,93,94
ENSSG125471092,81,40
ENSSG385154519,89,91
ENSSG408503963,108,103
ENSSG924462536,103,103
ENSSG865927531,113,118
ENSSG742248591,93,90
ENSSG394700476,93,92
ENSSG559215919,93,95
ENSSG723749043,94,97
ENSSG729798576,104,107
ENSSG891353963,92,92
ENSSG574068708,95,93
ENSSG381172113,97,97
ENSSG777466710,97,98
ENSSG504192031,108,113
ENSSG863224193,112,109
ENSSG351820165,100,98
ENSSG191374567,85,42
ENSSG533899762,124,121
ENSSG191113432,102,104
ENSSG419043063,96,96
ENSSG114288631,97,100
ENSSG287338150,107,109
ENSSG553104617,90,93
ENSSG754213517,84,82
ENSSG979890873,124,125
ENSSG465250761,96,91
ENSSG911622919,91,182
ENSSG236711845,108,113
ENSSG465262477,116,58
ENSSG629973494,105,100
ENSSG448487628,108,113
ENSSG583798780,89,93
ENSSG614639642,98,101
ENSSG572496615,121,242
ENSSG630340055,96,96
ENSSG539004524,99,99
ENSSG400105150,95,98
ENSSG776230155,106,103
ENSSG216995334,112,115
ENSSG336869125,84,82
ENSSG161730628,111,108
ENSSG641631046,83,88
ENSSG747557587,104,107
ENSSG855045592,108,109
ENSSG240394734,121,125
ENSSG613650228,95,99
ENSSG149908401,116,115
ENSSG521476355,91,91
ENSSG429622052,102,98
ENSSG932783229,109,108
ENSSG224276159,88,88
ENSSG279270750,114,109
ENSSG500163646,106,106
ENSSG998276202,96,101
ENSSG636510463,86,91
ENSSG320898693,101,98
ENSSG566101130,101,97
ENSSG689635708,91,87
ENSSG305898061,113,109
ENSSG826831434,94,95
ENSSG392971530,115,110
ENSSG591609691,112,116
ENSSG421683485,105,104
ENSSG400376163,105,210
ENSSG398186220,97,102
ENSSG342402639,106,107
ENSSG026000473,96,93
ENSSG415727628,100,100
ENSSG280878162,92,46
ENSSG015179162,117,116
ENSSG692532520,98,96
ENSSG921039058,100,97
ENSSG753399601,100,105
ENSSG099658997,111,111
ENSSG840089637,87,84
ENSSG927125634,109,112
ENSSG706594685,120,119
ENSSG449748263,91,96
ENSSG853100164,114,109
ENSSG794364834,85,81
ENSSG393325061,100,98
ENSSG621729089,104,109
ENSSG133451248,94,94
ENSSG102507406,97,99
ENSSG112362298,98,96
ENSSG674736972,98,103
ENSSG007338195,92,89
ENSSG547586445,96,192
ENSSG219967294,106,105
ENSSG238660984,107,106
ENSSG354223675,118,118
ENSSG687901879,93,97
ENSSG352016090,101,102
ENSSG706530768,92,46
ENSSG103189928,103,107
ENSSG026101084,77,73
ENSSG367518714,93,186
ENSSG051215926,87,84
ENSSG206302394,103,103
ENSSG729343881,91,91
ENSSG750267797,106,102
ENSSG690295727,104,102
ENSSG266176598,94,188
ENSSG600941887,85,80
ENSSG712223996,96,95
ENSSG271281949,90,94
ENSSG078468142,92,95
ENSSG510013696,107,108
ENSSG999444433,104,99
ENSSG451487092,75,72
ENSSG864080592,99,103
ENSSG852416539,100,200
ENSSG607265674,91,94
ENSSG948852573,96,100
ENSSG964145609,100,98
ENSSG738356160,76,75
ENSSG902956594,94,92
ENSSG048134907,104,101
ENSSG443567417,92,94
ENSSG254981599,103,51
ENSSG909691100,89,90
ENSSG516840959,82,78
ENSSG280201251,101,104
ENSSG141917695,96,97
ENSSG060343821,104,99
ENSSG809458931,102,100
ENSSG003652251,110,105
ENSSG022558980,111,113
ENSSG352736142,87,89
ENSSG156924969,87,87
ENSSG185947290,76,77
ENSSG404799158,94,95
ENSSG261210011,98,94
ENSSG405898183,84,81
ENSSG002961966,90,95
ENSSG953247467,104,106
ENSSG810891885,95,47
ENSSG504109138,97,97
ENSSG377882825,99,103
ENSSG824009021,116,118
ENSSG475307716,106,105
ENSSG564632490,83,78
ENSSG819406064,122,244
ENSSG784699390,93,93
ENSSG858496460,102,51
ENSSG401501284,82,164
ENSSG612022791,102,98
ENSSG855806864,106,102
ENSSG864364414,88,89
ENSSG914295730,119,115
ENSSG177110204,89,94
ENSSG057002478,110,114
ENSSG354872216,92,96
ENSSG431021064,106,101
ENSSG710597393,96,94
ENSSG657422325,95,91
ENSSG278929625,128,131
ENSSG178131130,102,97
ENSSG909066151,110,108
ENSSG220127478,85,89
ENSSG912977712,103,101
ENSSG175284530,92,94
ENSSG161265463,94,89
ENSSG195173151,94,90
ENSSG206128773,98,99
ENSSG096239361,93,46
ENSSG470517977,112,115
ENSSG399621290,97,102
ENSSG513467029,87,88
ENSSG678354956,98,101
ENSSG258911551,110,107
ENSSG814266191,105,104
ENSSG525872720,102,204
ENSSG909654543,103,101
ENSSG653593215,104,108
ENSSG061806751,94,92
ENSSG861215913,104,102
ENSSG198369169,95,90
ENSSG836592043,105,100
ENSSG349532038,85,84
ENSSG689590536,104,100
ENSSG178604114,97,94
ENSSG523721534,112,113
ENSSG273325267,106,102
ENSSG662292731,94,91
ENSSG612485232,102,104
ENSSG282455098,95,94
ENSSG031059017,116,115
ENSSG035660766,86,84
ENSSG310261111,93,98
ENSSG944356262,106,103
ENSSG588348235,102,103
ENSSG842655375,62,57
ENSSG637823007,90,88
ENSSG180351221,97,94
ENSSG075310750,116,120
ENSSG081416530,84,86
ENSSG002699722,107,111
ENSSG732749013,97,94
ENSSG105252026,105,105
ENSSG953511235,109,112
ENSSG295810270,104,99
ENSSG994858380,108,110
ENSSG368037388,89,92
ENSSG861035085,88,84
ENSSG777868644,107,112
ENSSG495027573,92,88
ENSSG427054367,81,86
ENSSG372504894,86,82
ENSSG622667510,104,107
ENSSG018624781,119,116
ENSSG455729493,96,48
ENSSG560600664,108,104
ENSSG830017441,101,97
ENSSG694749264,105,105
ENSSG661094519,92,97
ENSSG416154604,106,104
ENSSG673887976,95,91
ENSSG202110644,98,94
ENSSG311128311,92,95
ENSSG365644087,101,97
ENSSG417104326,123,61
ENSSG042762956,103,101
ENSSG082862368,88,92
ENSSG745112069,89,44
ENSSG180103141,95,47
ENSSG426468669,106,108
ENSSG512930183,95,100
ENSSG733106147,93,94
ENSSG347563038,87,87
ENSSG002893529,91,45
ENSSG841414086,76,80
ENSSG440252525,93,46
ENSSG009383024,94,98
ENSSG398283259,97,100
ENSSG457986829,85,82
ENSSG376203075,93,93
ENSSG308317921,101,102
ENSSG597344287,109,107
ENSSG122603309,96,94
ENSSG576809188,103,107
ENSSG460889384,100,101
ENSSG406206539,106,107
ENSSG606518301,91,182
ENSSG692723736,108,105
ENSSG120947369,110,115
ENSSG528398139,104,102
ENSSG308137152,98,99
ENSSG129375315,108,54
ENSSG601939143,96,92
ENSSG943327607,115,112
ENSSG418018275,105,52
ENSSG889255840,98,97
ENSSG117788183,124,119
ENSSG249099751,72,77
ENSSG567568020,87,43
ENSSG583153056,105,107
ENSSG845178020,95,91
ENSSG719112430,97,101
ENSSG978904043,86,90
ENSSG879833911,109,110
ENSSG144026528,98,103
ENSSG282637202,107,109
ENSSG532223979,109,106
ENSSG480990849,122,120
ENSSG772391007,72,74
ENSSG357076563,114,119
ENSSG491138369,93,92
ENSSG986752036,102,101
ENSSG399042833,97,102
ENSSG169881444,104,101
ENSSG840020971,101,104
ENSSG597175095,110,106
ENSSG730681838,97,93
ENSSG556638701,78,76
ENSSG212861151,111,113
ENSSG413341415,95,91
ENSSG125210797,93,98
ENSSG111964920,99,101
ENSSG099879688,99,99
ENSSG355180490,110,105
ENSSG010544851,115,119
ENSSG468922541,84,79
ENSSG886379055,91,95
ENSSG118269913,88,88
ENSSG481590002,98,103
ENSSG305673369,102,100
ENSSG767416286,107,110
ENSSG220203915,95,99
ENSSG019562884,83,86
ENSSG489666031,119,238
ENSSG323019227,118,121
ENSSG024946586,95,99
ENSSG090101366,100,96
ENSSG709328519,100,100
ENSSG333780106,96,48
ENSSG779912115,87,83
ENSSG897326130,91,91
ENSSG765981232,100,100
ENSSG716099781,106,109
ENSSG952052215,105,100
ENSSG899343483,105,103
ENSSG544298422,102,105
ENSSG610849097,99,49
ENSSG997967406,90,85
ENSSG385486158,90,89
ENSSG103915869,75,80
ENSSG751122148,104,100
ENSSG006040990,97,98
ENSSG559817201,104,108
ENSSG552243163,86,86
ENSSG188794041,88,93
ENSSG253932076,121,120
ENSSG249513622,79,78
ENSSG239392225,113,115
ENSSG919994400,101,103
ENSSG628327683,92,88
ENSSG271216881,89,90
ENSSG660886228,105,110
ENSSG199921107,100,100
ENSSG322841620,98,96
ENSSG521853673,91,93
ENSSG425951991,92,94
ENSSG410277244,118,236
ENSSG300115613,105,110
ENSSG679576950,110,114
ENSSG456185861,101,97
ENSSG465970852,86,87
ENSSG380470833,99,104
ENSSG880157639,106,101
ENSSG549352045,109,110
ENSSG228601405,105,105
ENSSG290019868,110,107
ENSSG185429905,108,112
ENSSG078996366,93,98
ENSSG135304475,106,101
ENSSG934236490,113,115
ENSSG152158588,89,89
ENSSG380299566,94,92
ENSSG023946447,84,80
ENSSG562548190,100,95
ENSSG538041741,102,51
ENSSG138101377,107,105
ENSSG834723042,96,98
ENSSG647015278,103,102
ENSSG972578781,112,116
ENSSG297764142,104,104
ENSSG559010842,102,105
ENSSG401328028,104,104
ENSSG553773990,90,180
ENSSG217337413,116,120
ENSSG029018141,99,99
ENSSG935995194,91,182
ENSSG500078530,91,88
ENSSG704085794,90,93
ENSSG215347410,102,100
ENSSG023545085,87,88
ENSSG573311763,106,107
ENSSG651906119,93,93
ENSSG541082097,97,92
ENSSG353828447,92,90
ENSSG877848281,106,110
ENSSG042547570,107,107
ENSSG237123676,90,87
ENSSG824665751,94,96
ENSSG718013556,115,110
ENSSG539860639,106,104
ENSSG077187277,122,122
ENSSG263995659,112,112
ENSSG562627283,112,112
ENSSG374400860,111,106
ENSSG040953505,84,89
ENSSG555932726,85,82
ENSSG694401682,102,106
ENSSG288850044,117,122
ENSSG846976363,101,103
ENSSG892049574,107,112
ENSSG043163430,82,85
ENSSG573174776,100,103
ENSSG626321480,102,102
ENSSG467513766,96,94
ENSSG398030066,104,208
ENSSG167806281,102,105
ENSSG659771303,94,99
ENSSG732824508,105,110
ENSSG082996041,110,108
ENSSG545255081,88,88
ENSSG271214252,103,103
ENSSG706712306,104,99
ENSSG663601267,116,113
ENSSG123983443,103,100
ENSSG816354437,101,104
ENSSG112896653,100,96
ENSSG913518578,91,95
ENSSG057555863,102,98
ENSSG970737434,94,92
ENSSG675715930,100,50
ENSSG823497695,96,100
ENSSG879784089,110,112
ENSSG801958560,99,99
ENSSG832761497,98,93
ENSSG086529879,99,102
ENSSG938842957,95,90
ENSSG859470630,100,102
ENSSG108854377,107,102
ENSSG204276967,101,106
ENSSG676300646,101,104
ENSSG386011272,107,112
ENSSG311871786,76,75
ENSSG299480020,100,98
ENSSG607425227,115,116
ENSSG258625995,109,110
ENSSG652181496,103,98
ENSSG375274961,99,97
ENSSG752845804,92,97
ENSSG539814381,92,94
ENSSG383233561,110,108
ENSSG744557078,104,99
ENSSG303092461,101,106
ENSSG385950235,105,101
ENSSG081838922,87,85
ENSSG435900270,87,88
ENSSG275892117,108,105
ENSSG651567400,99,94
ENSSG816271561,106,101
ENSSG018895336,99,99
ENSSG225967083,93,95
ENSSG547222415,106,110
ENSSG671747948,86,90
ENSSG238304045,98,100
ENSSG557674340,100,104
ENSSG227305116,89,87
ENSSG897465453,88,85
ENSSG056378412,84,81
ENSSG499765803,93,92
ENSSG475905980,86,86
ENSSG259859489,109,218
ENSSG330600031,116,113
ENSSG299145119,113,115
ENSSG587256366,87,90
ENSSG886134792,96,97
ENSSG722528100,101,101
ENSSG172379440,87,86
ENSSG907534195,106,107
ENSSG665798810,104,208
ENSSG423654185,95,94
ENSSG706971851,89,93
ENSSG480176269,79,78
ENSSG353265227,103,100
ENSSG430445187,116,112
ENSSG907371792,96,95
ENSSG983441341,105,105
ENSSG690951528,116,112
ENSSG551543796,81,79
ENSSG800131398,118,120
ENSSG206198700,91,91
ENSSG151700601,111,112
ENSSG772652158,114,115
ENSSG702575379,97,95
ENSSG651044648,104,99
ENSSG667309580,93,186
ENSSG900076010,100,95
ENSSG233949853,90,94
ENSSG726379407,115,117
ENSSG052123454,108,106
ENSSG963252032,88,44
ENSSG895878536,112,114
ENSSG158967779,92,90
ENSSG032785809,87,90
ENSSG217337266,94,98
ENSSG725126019,94,89
ENSSG123903776,101,100
ENSSG787380159,89,86
ENSSG955095301,96,101
ENSSG476126861,97,94
ENSSG855412903,95,93
ENSSG916144422,105,210
ENSSG756979973,96,99
ENSSG735558524,104,102
ENSSG474486560,97,102
ENSSG676379328,104,106
ENSSG306767868,89,91
ENSSG183476464,90,88
ENSSG885157284,97,97
ENSSG490564791,109,114
ENSSG074935103,112,111
ENSSG711976862,102,100
ENSSG472649392,105,102
ENSSG341090104,95,93
ENSSG143349794,78,79
ENSSG034471273,109,109
ENSSG257913284,95,97
ENSSG927774334,109,107
ENSSG121557781,89,93
ENSSG873059467,109,106
ENSSG919686622,94,92
ENSSG633593360,107,106
ENSSG580441989,101,101
ENSSG480017577,129,131
ENSSG456152071,79,81
ENSSG883082191,110,106
ENSSG690940133,103,103
ENSSG511835768,93,89
ENSSG192547189,100,200
ENSSG406371447,97,48
ENSSG688859684,103,98
ENSSG965201943,95,100
ENSSG485437088,104,105
ENSSG161694294,97,102
ENSSG736164736,98,98
ENSSG772620172,93,91
ENSSG889379271,108,111
ENSSG280595607,84,82
ENSSG958449553,93,88
ENSSG815004780,92,184
ENSSG565254002,107,105
ENSSG218963457,105,106
ENSSG649769255,104,109
ENSSG850168185,103,107
ENSSG881445865,89,90
ENSSG125142536,117,116
ENSSG671321035,92,89
ENSSG471862023,102,51
ENSSG412922550,103,107
ENSSG137487533,113,116
ENSSG140160700,89,91
ENSSG572064781,92,96
ENSSG198412622,104,103
ENSSG977483304,97,48
ENSSG266263893,93,96
ENSSG281917167,90,89
ENSSG139452136,105,104
ENSSG051854434,102,107
ENSSG359779819,79,83
ENSSG226220579,94,96
ENSSG414690512,108,104
ENSSG571020739,95,97
ENSSG110898674,98,93
ENSSG527506369,103,101
ENSSG227057718,111,116
ENSSG690328469,88,84
ENSSG777300764,93,90
ENSSG178621103,105,105
ENSSG248987341,93,98
ENSSG058373643,116,58
ENSSG604340343,104,105
ENSSG661414661,103,105
ENSSG054351794,104,208
ENSSG768646505,86,43
ENSSG958672807,106,108
ENSSG019842857,97,99
ENSSG284862829,92,95
ENSSG011525933,101,104
ENSSG558337929,85,82
ENSSG543660253,111,116
ENSSG723876973,97,96
ENSSG758523092,111,107
ENSSG517818999,102,103
ENSSG902560005,103,99
ENSSG834418489,106,106
ENSSG472541766,90,90
ENSSG949752439,104,103
ENSSG997428506,98,97
ENSSG064404307,115,116
ENSSG995171611,89,178
ENSSG064707046,110,115
ENSSG200813649,89,84
ENSSG877120727,87,82
ENSSG666609243,100,96
ENSSG026375180,95,99
ENSSG527967067,88,91
ENSSG938609682,102,102
ENSSG636360990,129,131
ENSSG721155580,103,107
ENSSG382477900,100,105
ENSSG561028135,87,86
ENSSG462377968,106,53
ENSSG194508731,117,113
ENSSG537005452,90,88
ENSSG313686946,83,87
ENSSG423506952,112,112
ENSSG471140739,104,100
ENSSG105028677,98,103
ENSSG245316555,96,98
ENSSG065856701,107,111
ENSSG302042574,97,96
ENSSG255714999,89,93
ENSSG549807452,107,106
ENSSG783326697,94,91
ENSSG694275501,85,90
ENSSG161250221,87,89
ENSSG997460623,100,95
ENSSG842108092,72,74
ENSSG247349190,97,48
ENSSG526068618,90,86
ENSSG390626218,88,84
ENSSG990052147,117,118
ENSSG626552371,94,95
ENSSG233825638,97,99
ENSSG280828189,95,93
ENSSG104609687,98,99
ENSSG621802694,118,121
ENSSG837900725,88,89
ENSSG435171448,97,95
ENSSG411011918,117,113
ENSSG474916816,117,114
ENSSG796559146,117,122
ENSSG579663021,87,82
ENSSG836423781,117,119
ENSSG182010336,119,115
ENSSG896503651,105,102
ENSSG368681372,106,108
ENSSG322478726,102,100
ENSSG035006538,98,103
ENSSG427068936,93,92
ENSSG046566409,88,90
ENSSG467765058,98,103
ENSSG645287659,113,226
ENSSG063473725,101,97
ENSSG672183694,93,96
ENSSG790165563,83,78
ENSSG724862528,88,83
ENSSG380979384,98,101
ENSSG718115574,114,117
ENSSG128615591,112,110
ENSSG459803329,107,108
ENSSG743536879,95,95
ENSSG587009268,91,96
ENSSG818783394,98,93
ENSSG606823607,103,102
ENSSG594509630,99,94
ENSSG506204533,108,104
ENSSG036490047,86,81
ENSSG213640686,75,78
ENSSG271226443,117,116
ENSSG326634745,107,111
ENSSG439139713,110,106
ENSSG854214138,96,98
ENSSG236771376,122,61
ENSSG558442689,95,97
ENSSG639029886,88,87
ENSSG348054144,116,119
ENSSG094188482,104,104
ENSSG506109702,95,100
ENSSG992973751,90,92
ENSSG551725927,113,56
ENSSG488442815,111,115
ENSSG250567428,99,96
ENSSG029712737,101,100
ENSSG774612641,84,79
ENSSG575756893,103,106
ENSSG421509091,115,119
ENSSG549708551,100,96
ENSSG924841266,99,100
ENSSG503939643,96,100
ENSSG195703715,94,92
ENSSG720726868,109,54
ENSSG706580056,112,116
ENSSG108937936,88,85
ENSSG606181882,90,180
ENSSG674707812,88,84
ENSSG131702018,104,100
ENSSG378022025,113,118
ENSSG862559359,101,105
ENSSG597333949,67,67
ENSSG425157666,104,99
ENSSG355465495,108,108
ENSSG037194425,108,104
ENSSG952375801,87,90
ENSSG408242839,116,232
ENSSG130514260,101,102
ENSSG858234417,84,88
ENSSG949694184,107,102
ENSSG290493491,87,84
ENSSG142120110,105,109
ENSSG997305593,98,196
ENSSG006943466,97,94
ENSSG548226011,117,122
ENSSG653228194,87,89
ENSSG432778506,97,95
ENSSG313791524,98,103
ENSSG902503519,111,110
ENSSG696179086,110,220
ENSSG343397973,97,98
ENSSG691496779,102,101
ENSSG114564262,114,118
ENSSG184982302,93,91
ENSSG475004636,95,93
ENSSG435829073,104,108
ENSSG430482420,110,115
ENSSG478785527,88,88
ENSSG865743496,93,93
ENSSG349371414,92,92
ENSSG187191843,94,47
ENSSG109987492,90,90
ENSSG408346689,104,101
ENSSG658023955,99,100
ENSSG344223659,95,190
ENSSG753824795,105,104
ENSSG574673488,108,104
ENSSG769412725,79,84
ENSSG422107322,89,84
ENSSG236671836,87,92
ENSSG618605725,96,96
ENSSG606301561,92,92
ENSSG998995132,117,118
ENSSG943088801,92,89
ENSSG979117183,99,104
ENSSG805953255,105,107
ENSSG507426086,118,116
ENSSG419792870,107,111
ENSSG820732098,89,94
ENSSG529411747,96,95
ENSSG462334671,114,228
ENSSG606438854,96,98
ENSSG041057161,100,97
ENSSG302036861,110,110
ENSSG904039412,109,106
ENSSG959582611,102,107
ENSSG650226119,104,108
ENSSG713049129,104,109
ENSSG188041758,111,222
ENSSG711487888,94,97
ENSSG796302057,104,102
ENSSG738831000,105,106
ENSSG145736899,112,107
ENSSG647079158,110,114
ENSSG723192376,86,84
ENSSG746945014,84,81
ENSSG750708397,100,95
ENSSG077080803,103,107
ENSSG841277781,90,85
ENSSG040683574,94,94
ENSSG601117842,94,90
ENSSG594097719,85,87
ENSSG083255926,88,83
ENSSG238461181,92,95
ENSSG454431068,102,101
ENSSG099605874,96,98
ENSSG017699964,109,107
ENSSG925776042,106,103
ENSSG841732364,92,91
ENSSG656566437,88,88
ENSSG566056720,85,87
ENSSG332170759,98,196
ENSSG579233226,104,100
ENSSG959643484,82,78
ENSSG257509077,96,98
ENSSG899614652,101,103
ENSSG809338721,124,119
ENSSG542225873,99,102
ENSSG726495417,86,87
ENSSG889862625,98,98
ENSSG778464174,80,80
ENSSG156053208,119,119
ENSSG966534493,104,105
ENSSG241923970,114,110
ENSSG591704465,92,46
ENSSG041242758,95,91
ENSSG274100693,95,100
ENSSG645973582,99,99
ENSSG647940753,101,103
ENSSG818554065,92,91
ENSSG861907744,101,100
ENSSG229624339,87,43
ENSSG775042048,113,115
ENSSG417208672,105,107
ENSSG449499271,80,80
ENSSG317328642,101,96
ENSSG810325826,122,61
ENSSG510027108,86,89
ENSSG778704234,109,104
ENSSG227221758,95,98
ENSSG577131532,107,112
ENSSG684416393,106,109
ENSSG820657646,97,100
ENSSG256447773,71,71
ENSSG776441810,102,105
ENSSG337230432,113,114
ENSSG180309998,96,96
ENSSG616507794,106,110
ENSSG778534574,93,94
ENSSG925052192,103,104
ENSSG248501997,103,104
ENSSG459009898,85,170
ENSSG297910024,96,96
ENSSG263042565,91,91
ENSSG403216398,94,47
ENSSG128895580,116,120
ENSSG756594669,94,93
ENSSG610932446,99,94
ENSSG620400230,110,220
ENSSG124238831,101,103
ENSSG803551895,111,113
ENSSG984183521,111,115
ENSSG608411218,94,96
ENSSG046296891,85,86
ENSSG781894930,120,124
ENSSG454677243,106,106
ENSSG246697474,110,106
ENSSG892717180,115,118
ENSSG283281962,117,115
ENSSG653164303,105,100
ENSSG505608611,97,48
ENSSG713961233,89,44
ENSSG452061857,89,88
ENSSG897851292,86,83
ENSSG071032742,98,102
ENSSG173477895,82,86
ENSSG854693658,96,94
ENSSG472379737,98,103
ENSSG896430711,106,101
ENSSG998658087,99,95
ENSSG670238751,99,95
ENSSG776113869,118,118
ENSSG041467546,136,132
